ID,Latitude,Longitude,Day,Hour,Minute,Duration,Task Value
43,42.14396293176248,12.490981632273243,3,11,28,20,2
44,42.15713339681943,12.525853279018246,1,11,2,60,2
45,42.14622304566357,12.507999347943668,1,15,26,70,3
46,42.1449345082689,12.492702884526546,1,11,48,40,10
47,42.143218660578846,12.506197936831178,3,17,34,30,3
48,42.14945907950007,12.48818091096818,1,11,42,20,6
49,42.15549643228974,12.5200698,2,21,52,30,1
50,42.159131614582144,12.52472302824443,3,11,40,60,1
51,42.15116136919987,12.503696722817937,2,9,21,40,2
52,42.13640367112292,12.48555779174792,3,11,28,60,1
53,42.15183773109971,12.475680787770225,2,7,18,100,9
54,42.12240241665062,12.534398566455948,2,9,30,20,5
55,42.14872053120536,12.502716939813185,1,9,8,40,4
56,42.142314266196344,12.49001067432343,2,7,37,10,5
57,42.13406467708484,12.493715751453474,3,10,53,20,9
58,42.158410109614216,12.49201226062833,3,17,57,30,1
59,42.15378775853093,12.477035712525645,3,10,52,20,10
60,42.146156370591456,12.468075394833821,1,7,17,50,10
61,42.148128038837186,12.475571754835245,2,11,7,40,6
62,42.154204768495525,12.471414070942448,2,9,49,20,7
63,42.15405246335055,12.521372047397392,1,12,55,70,6
64,42.142886752234105,12.502663117820024,1,6,44,10,4
65,42.14967305681288,12.508279338125977,1,9,27,40,6
66,42.12386104140188,12.533203309229584,2,10,16,20,8
67,42.15488192094814,12.518940166418217,2,10,54,40,8
68,42.14602155102878,12.494082750460201,3,3,5,10,2
69,42.1474075150035,12.489639424907367,3,6,57,100,7
70,42.13968772644439,12.508194141500628,3,11,2,60,5
71,42.1518018817628,12.49298643188683,3,9,45,20,6
72,42.15199628927347,12.51227402461119,2,10,10,40,5
73,42.13385397051823,12.527887326181052,1,9,31,60,4
74,42.15662254178769,12.520566666208877,3,12,14,50,4
75,42.15560213166913,12.492722022052263,1,17,10,50,6
76,42.154600136243886,12.494805285212003,1,7,54,10,9
77,42.14949850307542,12.49739366243819,3,12,1,30,8
78,42.145509218335256,12.524319755084083,2,14,48,70,2
79,42.11612339283734,12.543341804061226,1,9,49,40,10
80,42.149620745542656,12.486120081699816,3,11,11,20,9
81,42.132089774484385,12.516787147705108,2,6,13,10,2
82,42.14527468708704,12.492810625129435,3,12,4,50,3
83,42.16499960286203,12.521704822498979,3,11,36,40,2
84,42.146222825591764,12.496233456940598,1,17,9,30,2
85,42.153451553508106,12.488243983015728,2,9,8,60,5
86,42.149447412768254,12.503418342554163,3,9,40,60,10
87,42.15620401651942,12.474843907849793,2,10,56,60,8
88,42.14357031455373,12.49204725499215,2,16,27,70,6
89,42.14321809777375,12.465089699277556,3,11,1,60,9
90,42.148855503026965,12.5031174469887,3,10,25,40,5
91,42.154853013060276,12.479639495056478,2,14,1,50,3
92,42.1514365948577,12.473109976125562,3,5,44,50,5
93,42.15686477656942,12.470012249936943,1,9,31,20,9
94,42.154640432529426,12.519002183939469,1,23,31,70,6
95,42.156413007364485,12.526191672929574,1,10,17,20,3
96,42.156687903293815,12.491763547756399,2,9,12,40,6
97,42.14843119303566,12.512285686728063,3,16,38,50,6
98,42.130032792167356,12.523316051316385,1,10,42,20,7
99,42.13833779505495,12.47261356953053,3,9,54,20,7
100,42.144109677200305,12.490837385991087,2,9,3,60,1
101,42.15449965714106,12.494742652464067,1,7,11,80,8
102,42.140597651749395,12.495719324637605,3,10,3,40,5
103,42.15367685545423,12.495629736401515,2,20,30,10,8
104,42.14371125640596,12.492135872758507,2,0,15,10,8
105,42.13047271051819,12.52132119448066,3,9,54,60,1
106,42.13032742076266,12.531932454656738,1,14,40,30,8
107,42.15428605286611,12.521673991069953,2,11,57,40,4
108,42.15198232845737,12.477743219055409,1,2,22,80,6
109,42.16187302958782,12.518692700508641,1,10,29,40,8
110,42.15764529300325,12.4852689,2,21,1,10,1
111,42.14294951751551,12.491584591927106,3,13,55,30,3
112,42.149604787361135,12.519718992582563,3,16,0,30,9
113,42.11825497476087,12.540641208517753,2,9,1,40,9
114,42.12013912996137,12.538354638441948,1,11,14,60,6
115,42.150626620781274,12.511117641566655,3,10,14,60,5
116,42.14388917257076,12.505568436738754,3,17,30,30,5
117,42.147270002941895,12.491491395954878,3,13,56,30,9
118,42.1295649447344,12.523759878892623,1,11,3,40,4
119,42.14972086515637,12.513150961696699,2,23,34,80,2
120,42.14050331797835,12.471948444396181,2,11,59,20,1
121,42.14104449922587,12.496555394249622,3,19,18,10,4
122,42.12226060403888,12.535804923611918,1,10,5,20,4
123,42.14936462000992,12.483529890479435,3,7,57,100,8
124,42.148589253090336,12.504301309123834,1,11,10,20,5
125,42.15417071344943,12.479570278198215,1,19,0,30,10
126,42.14654359547408,12.523687653942453,1,11,18,20,10
127,42.14276138438213,12.507422796547223,3,12,46,50,1
128,42.15457954138799,12.527096572629734,1,8,15,10,8
129,42.13372170268696,12.49373634354923,3,11,25,60,10
130,42.14672437039569,12.497258979937477,3,23,2,10,5
131,42.13389600538722,12.515127073695236,1,9,55,20,9
132,42.13728532167716,12.510975405644432,2,19,47,80,6
133,42.15707472902008,12.501011089672014,2,10,58,20,5
134,42.15014202351162,12.4922478915854,2,10,22,20,9
135,42.15363439936782,12.487693944646896,2,9,10,60,4
136,42.14394577416596,12.505848630259715,1,13,16,30,5
137,42.148451728548565,12.490941824434303,2,9,20,60,3
138,42.13826512637957,12.474129623943224,2,10,24,40,9
139,42.14940791483792,12.520092926839318,1,8,36,100,6
140,42.13976623040929,12.474039061155425,1,13,29,70,3
141,42.14786610983615,12.509728142988529,2,10,45,40,6
142,42.15082475233014,12.514280558070393,1,16,7,70,10
143,42.14090977032554,12.478114188703758,2,11,29,40,2
144,42.15509980676797,12.479389680755279,1,9,35,40,9
145,42.15425036565419,12.492972928231794,3,7,36,100,9
146,42.15369246177508,12.519161010504934,1,9,38,40,10
147,42.15253486154377,12.493057657238085,1,15,57,30,3
148,42.161835525596516,12.527802613807925,3,12,44,30,8
149,42.14706281065021,12.476393043733074,2,10,2,20,10
150,42.14087688192502,12.491746399565463,2,6,26,70,7
151,42.12504087450474,12.532649581374235,1,10,24,60,10
152,42.15514436352374,12.492771311114815,3,9,35,60,4
153,42.14076094086994,12.474201165135586,2,9,29,20,3
154,42.13993680685147,12.474017353154878,2,17,34,70,3
155,42.15664149134109,12.49241066136817,2,10,25,40,3
156,42.14901723711865,12.494957474153557,3,11,9,40,9
157,42.14132932732569,12.471956509985137,1,11,17,20,1
158,42.14483449714311,12.48990374648342,3,10,41,20,8
159,42.1509291888229,12.509286397854964,3,0,50,10,9
160,42.14785068996709,12.479520551835428,1,21,21,100,5
161,42.154855165136766,12.518945119689343,2,11,19,40,3
162,42.147403701939325,12.498921491276498,1,10,42,60,4
163,42.16718453184432,12.5209866,1,17,52,70,5
164,42.145211900725876,12.4782571867945,2,10,8,40,7
165,42.150168837611886,12.486073444723868,1,11,54,40,7
166,42.14077591995726,12.48102884340501,2,16,48,50,1
167,42.11888251172426,12.53941613901983,2,11,57,60,3
168,42.14366449841237,12.488156408977373,1,23,58,50,9
169,42.14415330442684,12.508831216721232,1,11,32,40,7
170,42.16346028692094,12.517988510456894,3,10,40,20,3
171,42.14486366613315,12.511807857789437,2,23,21,100,8
172,42.142656569378296,12.506741298064284,2,11,15,40,6
173,42.155576364043355,12.47561194812118,2,15,11,30,3
174,42.12919379806889,12.533221767199247,1,11,24,40,5
175,42.156699203336046,12.492179281256702,1,17,25,70,4
176,42.15425515120811,12.474195695802818,2,16,16,30,4
177,42.15863522946596,12.503796467843689,1,9,26,20,2
178,42.14815528305306,12.47943146586053,3,9,29,40,6
179,42.1457395978802,12.50799904283358,2,8,4,100,2
180,42.14643797204755,12.494419908899202,2,10,30,20,9
181,42.15081534315712,12.49011319881869,2,10,39,60,9
182,42.145626198281484,12.47818541520937,2,1,5,80,4
183,42.148300055245535,12.490997395843564,1,10,33,20,8
184,42.15717659795417,12.484399003867855,2,11,24,40,4
185,42.14512908525835,12.466310155339723,3,16,8,30,9
186,42.13926015889561,12.484485792779868,2,22,47,80,5
187,42.15345960885591,12.505133062261864,1,9,8,60,4
188,42.14033781732659,12.515987747501013,3,23,45,10,6
189,42.15256080604218,12.488294573795928,1,17,31,30,7
190,42.14787680938273,12.50608190567287,1,8,24,100,7
191,42.15215926232052,12.504640029789195,1,10,53,40,10
192,42.15201073554131,12.515297984496135,3,10,47,20,10
193,42.14644667143108,12.508959835585523,3,9,52,60,10
194,42.15282910894805,12.482816074100821,1,5,38,10,5
195,42.15104942761966,12.505008041668086,1,11,5,60,5
196,42.13311604694373,12.494604618489927,1,23,35,10,4
197,42.14875844721607,12.511134333600738,2,6,16,10,2
198,42.14622479343691,12.478075780442715,3,14,48,50,9
199,42.156696638788986,12.497557830474676,3,9,13,60,7
200,42.14959058756224,12.517879007834274,3,16,41,50,10
201,42.15455420707213,12.47659104337121,1,11,55,40,7
202,42.140581689146074,12.482253197870296,3,14,20,30,4
203,42.14146207988091,12.471410593178287,2,22,39,30,2
204,42.14869633467717,12.50375632138472,3,13,11,70,5
205,42.15014112156762,12.514356576869966,3,9,41,20,6
206,42.155361752379314,12.478149608711941,3,9,49,40,4
207,42.15004319331879,12.486754608837842,1,10,55,20,7
208,42.137875411489404,12.492625075379198,3,11,22,40,1
209,42.11917434593428,12.538762897606139,1,9,8,60,2
210,42.150191562301636,12.515249961109253,3,10,41,60,3
211,42.149924801689984,12.49402035528774,2,12,41,30,2
212,42.13417390950763,12.514718889754372,3,17,38,30,3
213,42.14034254347901,12.527584604350594,2,10,49,20,10
214,42.155504643830675,12.473269446862465,1,3,30,10,10
215,42.15503163642626,12.485831811065918,1,9,36,20,7
216,42.13146306497799,12.518471009761274,2,11,48,60,4
217,42.14137883749289,12.471791628293708,3,9,3,20,9
218,42.1520284650649,12.507847952206184,1,10,23,20,8
219,42.14879811375372,12.488819401949286,3,22,57,80,4
220,42.14619826556437,12.478082596812449,2,9,34,60,5
221,42.13905492727343,12.484575995104937,3,1,44,100,2
222,42.14270754397088,12.502904908244092,1,16,2,30,10
223,42.14624035951537,12.470155225881996,2,7,8,80,4
224,42.15600646473996,12.504840391875764,1,10,16,20,4
225,42.14238194433599,12.503158199485252,2,23,21,70,4
226,42.154834291471786,12.476377991102991,2,1,16,80,9
227,42.160029187566536,12.52497447271792,2,17,57,50,3
228,42.15567991298148,12.473062772291756,1,16,50,70,1
229,42.15987836265516,12.5248948184375,1,9,23,40,5
230,42.14261602033525,12.491901025111058,3,9,41,20,8
231,42.143675853786,12.486685369210626,2,20,50,80,10
232,42.15560767178523,12.491416094517515,1,16,19,30,4
233,42.1528918255603,12.51520002411751,3,10,39,20,1
234,42.138907118545696,12.517136445781352,1,9,31,60,4
235,42.149821985527986,12.510047446191932,1,15,31,30,8
236,42.155253337544885,12.476670121194704,1,9,29,40,9
237,42.147920787790255,12.50062329445854,1,11,40,40,6
238,42.15447905347192,12.522739899211611,2,11,51,40,1
239,42.142299088970674,12.489532905987367,1,11,36,20,5
240,42.159916623642424,12.504696985018523,2,13,7,50,10
241,42.12694752421981,12.527921616341178,2,14,54,30,4
242,42.15420566831731,12.487482527819925,2,9,34,20,8
243,42.13374267055049,12.47617613244272,1,7,20,80,5
244,42.14630296757725,12.476771098523258,1,10,39,60,2
245,42.14363335812075,12.507858940772397,2,10,34,60,9
246,42.14915583552206,12.487170294460903,1,13,43,50,3
247,42.154160117976936,12.477468286086339,2,9,42,20,2
248,42.163528681960315,12.518046902108821,3,9,6,40,2
249,42.14800319102186,12.491405853181512,3,1,55,100,6
250,42.14586037185688,12.507466635663326,2,16,22,70,9
251,42.154448303331115,12.494545928664465,2,20,34,10,5
252,42.11870116475222,12.539821090154359,2,8,37,100,10
253,42.14636679841414,12.497127885428922,1,9,30,60,3
254,42.143306320567994,12.479244930695659,1,18,46,100,3
255,42.14199309658042,12.479178793183463,2,15,26,30,8
256,42.135626099299884,12.527194577448089,3,11,49,60,1
257,42.14878919173246,12.503393586093134,1,6,36,70,10
258,42.14903314842216,12.50238152552043,2,11,9,20,7
259,42.1190909651124,12.538949538621745,2,19,50,100,9
260,42.14936323830178,12.504113458199422,2,12,56,50,3
261,42.127845483774095,12.534147571859254,1,15,5,70,7
262,42.15662400412415,12.485196158759948,2,4,37,100,8
263,42.14623206216434,12.471197693562669,3,13,30,50,5
264,42.13294644359845,12.528546479779605,2,10,46,40,10
265,42.14239644426868,12.489126058751832,3,9,36,20,10
266,42.14767264779589,12.511654126000407,1,9,28,20,2
267,42.1433981013859,12.505480709055558,2,11,44,60,6
268,42.16497280855998,12.521767867457033,2,13,52,30,10
269,42.14876175069989,12.474782542900726,1,9,54,40,3
270,42.142254724699285,12.469021166585836,3,4,33,70,3
271,42.1592228278109,12.521039332240184,2,9,52,20,4
272,42.147726401183796,12.489130657475492,3,10,28,20,3
273,42.152512480460956,12.47818975999275,3,15,26,30,3
274,42.15217783496703,12.512082026413294,2,17,51,70,3
275,42.14847831043923,12.50586341339391,1,10,17,20,4
276,42.14377330831678,12.486884844676547,1,9,46,20,2
277,42.15573466365583,12.526383578065046,2,8,14,80,1
278,42.148816070364504,12.48834361909648,1,10,54,40,4
279,42.14088281612503,12.477826137924271,3,11,1,20,6
280,42.14812417083004,12.511326445275412,3,9,11,20,4
281,42.13986263067572,12.472221443642391,3,9,2,40,2
282,42.1524494833968,12.511898910825835,2,17,53,70,3
283,42.14704924589291,12.495065195501441,3,10,21,20,3
284,42.15109658003629,12.49224058617649,3,9,9,40,2
285,42.1515544232619,12.514057813800987,2,11,47,60,8
286,42.12950801025922,12.532878214599966,2,9,41,20,8
287,42.141068400926926,12.472969748933334,2,10,35,60,1
288,42.14278470002384,12.49009098945499,3,12,19,70,4
289,42.15839231407291,12.526405084388982,1,15,14,30,10
290,42.15419655822358,12.479580817975123,2,5,56,10,3
291,42.15066152969625,12.51061612940356,2,11,36,60,9
292,42.144228558091456,12.508444309128976,2,22,19,10,1
293,42.14089292403498,12.477934156937946,1,1,21,100,9
294,42.15167042787507,12.512058622195683,3,9,16,40,4
295,42.15527605527001,12.492633765786739,1,9,42,20,5
296,42.12796799277313,12.52497985734279,2,10,33,40,6
297,42.150786627001715,12.492474156577583,1,9,42,40,4
298,42.15278160604027,12.528877883754832,1,11,22,20,2
299,42.15988075588149,12.499358820469633,3,10,33,40,5
300,42.15500879218857,12.477686057918604,3,11,23,40,1
301,42.15264831697563,12.497366502882,3,11,6,20,6
302,42.15498200037244,12.517822519809208,3,23,38,100,3
303,42.15129420740409,12.473213952773216,3,10,41,20,3
304,42.149070967048125,12.50702021793048,2,3,50,10,6
305,42.14795923882611,12.477012871058209,2,14,39,50,2
306,42.15247062536072,12.515524604948883,3,11,10,40,10
307,42.158600747365455,12.523324819686307,2,15,15,70,7
308,42.14926149357995,12.505284534061662,2,7,50,100,8
309,42.14867818093811,12.500610298283934,2,5,37,30,9
310,42.134406366389626,12.514273112515047,2,10,36,20,4
311,42.14474582066734,12.466071555301774,2,23,8,100,5
312,42.15119464521304,12.507255592083382,3,11,12,40,9
313,42.15276124834057,12.482798479200278,3,9,39,20,3
314,42.150516777328015,12.515382805938573,1,10,24,60,6
315,42.15118876462359,12.514054641215196,3,10,59,60,3
316,42.14120476248983,12.527664619697235,2,10,56,20,6
317,42.15049681754348,12.503613823967715,2,10,29,40,3
318,42.14941227498595,12.483495712971118,2,10,52,60,5
319,42.154164467352565,12.487576291168512,2,9,14,20,8
320,42.15587007461299,12.5203755,1,14,19,50,1
321,42.15117591695476,12.503094776962547,1,10,57,40,2
322,42.12904716535548,12.533382090583512,2,1,53,10,1
323,42.14847866272957,12.502749464727104,2,10,48,20,3
324,42.14989712252353,12.500585407859779,1,9,50,60,10
325,42.14232883552193,12.489860280729575,1,3,34,100,10
326,42.14418464512567,12.49032380276164,1,14,41,30,9
327,42.149645297437644,12.503282003817963,2,11,28,60,4
328,42.147557110182326,12.505915141303182,3,5,10,10,5
329,42.14932824413357,12.48680220637576,3,10,19,60,5
330,42.16145007471536,12.519286584116674,3,9,49,40,6
331,42.143439277951316,12.48985525940851,1,18,57,80,9
332,42.15275114086406,12.4950934631305,3,11,41,60,4
333,42.154350661697,12.477331374315028,3,8,37,70,7
334,42.138811991909854,12.509971875484885,3,11,10,40,10
335,42.155408552178834,12.479302045702836,3,0,44,30,10
336,42.155618591262645,12.477313795894565,1,9,0,20,3
337,42.140103474359194,12.506729189760552,3,10,35,40,8
338,42.13506523233168,12.47535402602715,3,9,13,60,3
339,42.131138958301754,12.519702539726085,1,13,52,70,10
340,42.15859175996782,12.472354969376745,2,11,33,20,5
341,42.12874287618029,12.53368001250204,3,10,56,60,4
342,42.15104053501041,12.475899631517285,2,22,45,80,3
343,42.13850831293653,12.492341033705184,1,21,42,80,8
344,42.154849297447605,12.497901461650061,3,15,40,30,1
345,42.148584700132425,12.502243755592243,3,17,24,30,10
346,42.14488624377268,12.493227353427441,1,23,59,80,6
347,42.14580750752336,12.466762370643124,1,8,19,10,5
348,42.14615815715176,12.509055082476404,2,18,10,10,4
349,42.150514431366524,12.505954426201557,2,5,24,30,4
350,42.152950467946596,12.496476500256556,2,9,36,40,7
351,42.14679746187647,12.497305969002504,2,11,19,20,6
352,42.155250530013326,12.478237936429286,1,10,13,60,1
353,42.14489887311876,12.490205770575491,3,12,50,70,3
354,42.149410226810204,12.474228270458786,2,18,18,10,5
355,42.147495706644264,12.489339320142358,1,10,42,20,1
356,42.148654349757905,12.489256021276702,1,9,10,60,3
357,42.14547517052872,12.496531457730908,1,11,9,20,1
358,42.15279412502992,12.504918732160746,2,9,53,40,2
359,42.147445134388185,12.501078545760954,1,10,49,40,1
360,42.14836564111542,12.480142443820235,1,11,21,20,8
361,42.149051975764856,12.488624272230535,3,1,37,80,6
362,42.14360745128318,12.492095654535277,2,10,58,40,4
363,42.14366229325289,12.505365308688578,3,17,21,70,9
364,42.153695354911434,12.477697246319412,2,17,42,50,7
365,42.1475678775308,12.521389711933391,1,11,37,20,4
366,42.155867453704744,12.479318006911921,2,14,41,50,8
367,42.14280624206436,12.50491146923037,1,12,13,30,8
368,42.150840281452936,12.510961874839658,3,10,50,40,2
369,42.145229402914445,12.490351239527818,2,9,45,20,7
370,42.127516195123995,12.525750219779606,3,17,4,50,7
371,42.14261036031163,12.489268279948448,2,18,8,100,5
372,42.16296709265403,12.521010913120007,1,11,58,20,2
373,42.14468536937574,12.507205788416654,1,12,18,70,5
374,42.12196912364152,12.536035301864132,2,14,54,30,5
375,42.16128715982376,12.526172958962041,2,10,57,20,2
376,42.154360797350385,12.492834635235928,2,13,33,50,9
377,42.143288664457394,12.512689832206053,3,4,41,10,2
378,42.15297565592386,12.493941694093895,3,11,30,20,4
379,42.16151478265049,12.519317762167162,3,11,34,60,4
380,42.12337287925145,12.534847911930193,2,11,6,40,1
381,42.136149213094804,12.485636383571721,1,15,52,70,5
382,42.141020714047244,12.47701767377063,2,17,38,50,5
383,42.14642730465494,12.493439879636288,3,9,53,60,10
384,42.14278470002384,12.49009098945499,3,11,17,20,6
385,42.161400292596475,12.524409698020952,2,19,5,80,3
386,42.152512480460956,12.47818975999275,1,16,47,70,2
387,42.14248709745991,12.507015605917717,1,17,51,70,5
388,42.14649912856271,12.508942517876072,3,17,35,30,8
389,42.13114339921244,12.53092980854882,1,10,9,60,6
390,42.14649717314973,12.494937524060052,2,15,53,50,3
391,42.14118483488833,12.476040132418413,1,10,54,40,4
392,42.14310221292196,12.46561132036354,1,12,23,30,4
393,42.147185613484595,12.500808783256296,2,9,40,20,2
394,42.14934357009458,12.503881125155075,3,10,55,20,4
395,42.141460629497914,12.499066925187588,2,10,14,60,10
396,42.15745623382115,12.4852689,3,10,17,20,7
397,42.15136980228135,12.506644172171546,2,11,19,60,4
398,42.15754620964287,12.469663270064457,3,14,29,30,5
399,42.140938655615756,12.473723186191755,1,9,27,20,7
400,42.15264181158307,12.49573625018379,3,20,12,10,8
401,42.14833888493973,12.500250670852123,2,21,53,10,5
402,42.1513735830842,12.47713607202777,2,10,37,40,9
403,42.149516639410365,12.512862611832626,1,11,55,60,3
404,42.14778844369341,12.49955504419965,1,18,48,100,1
405,42.14298457391355,12.467442472872438,1,13,6,30,10
406,42.12914143294353,12.523868693839226,3,9,6,20,7
407,42.15375739390883,12.527185760939542,2,9,43,40,9
408,42.131364033786895,12.518847311915696,1,5,18,30,2
409,42.14801398957043,12.521108937518168,2,10,36,60,5
410,42.15036466745024,12.48592825490497,2,11,57,40,5
411,42.143815061512726,12.492176091113127,3,6,17,50,7
412,42.159953775118254,12.52493464553042,3,9,38,40,3
413,42.15996019241551,12.499380280751451,3,9,7,20,6
414,42.131604196573214,12.53072163218347,2,20,27,80,6
415,42.13042949532781,12.531801646957767,3,13,37,70,2
416,42.14787568959506,12.504973789439553,3,11,40,40,10
417,42.12131679944289,12.536754826010297,1,9,4,60,7
418,42.1458143915194,12.478161122465993,2,10,24,60,5
419,42.148738609732156,12.509905711855877,1,1,30,80,3
420,42.14950233344851,12.503415125508512,1,18,27,10,2
421,42.14431423750728,12.491015082608545,2,15,33,70,4
422,42.12881269750218,12.533624783912378,2,17,44,70,1
423,42.154941965090536,12.505105820247127,1,10,34,60,3
424,42.14863556467381,12.47909531533458,3,14,4,70,2
425,42.15629596034659,12.470219504378438,3,10,40,60,3
426,42.14292109070051,12.46687583062165,3,11,50,60,8
427,42.145854767039836,12.496696314427897,3,10,47,40,6
428,42.15861757919982,12.524490754675465,1,10,1,40,9
429,42.13889209311857,12.474346101555618,3,9,8,40,8
430,42.14942940989625,12.520070951241081,2,10,25,40,8
431,42.15197537762141,12.477587895847645,1,11,26,60,6
432,42.14891896416788,12.512190734296876,3,5,12,10,7
433,42.14417575931483,12.51207129660445,1,16,33,50,7
434,42.14491192457286,12.49308994431076,3,12,57,70,8
435,42.15275224665593,12.49512972929705,3,4,18,30,9
436,42.15987836265516,12.5248948184375,2,16,41,70,7
437,42.1511938656662,12.48139060099374,2,10,46,20,10
438,42.14827587727978,12.475360008685124,1,4,16,10,3
439,42.15467309059264,12.494852663120692,3,15,4,30,9
440,42.14565788771924,12.507413025214673,2,13,35,30,7
441,42.141764392962465,12.513873040506198,2,15,53,70,7
442,42.157513562040705,12.519309305450621,2,11,59,20,2
443,42.15586020913402,12.496410275591323,2,11,41,20,1
444,42.155389388517065,12.492718005186342,1,15,2,50,7
445,42.15339925861724,12.493678860775178,2,9,0,60,8
446,42.15427433642094,12.487326255301998,3,11,53,60,9
447,42.1435436373696,12.496062597163512,2,10,42,40,5
448,42.153614560948675,12.49409171861899,3,9,34,20,5
449,42.147965674666,12.521141398055223,3,9,8,60,3
450,42.156113866688656,12.502811373803288,1,9,39,60,10
451,42.161064836249345,12.525813702503239,1,15,26,70,10
452,42.1459099291792,12.494718678478046,1,8,2,80,1
453,42.14839216604951,12.479504732267365,3,1,27,30,9
454,42.15689926859085,12.521794126282915,3,22,55,30,6
455,42.152369603815615,12.496843599902293,3,12,36,30,5
456,42.151888805879274,12.491506442599446,2,15,1,50,7
457,42.152733434512356,12.477499142919582,3,11,16,60,8
458,42.1471034696197,12.521661733469928,3,9,53,40,8
459,42.14254607072608,12.50717376821676,3,10,54,40,1
460,42.135317024206536,12.485294261894685,1,10,26,20,9
461,42.14478354158875,12.506188807331238,1,9,18,60,2
462,42.14268518239955,12.488795669276723,3,3,19,10,3
463,42.14856961028187,12.520735637793807,3,2,36,10,3
464,42.149075527651085,12.483871266995445,2,14,49,70,4
465,42.14956621159306,12.477968838092774,1,0,20,10,6
466,42.144012259614115,12.491666397875631,3,9,20,60,8
467,42.14986648302289,12.483246906867903,3,9,14,20,3
468,42.15453636661573,12.492929980330125,2,5,35,100,7
469,42.141507260414066,12.503994141486562,2,12,0,50,6
470,42.145154066740474,12.466323949756944,3,1,52,30,3
471,42.151795175685514,12.515259955261971,1,14,22,30,2
472,42.14771724601756,12.479071433851368,2,11,23,20,1
473,42.11878721070686,12.539737245343902,2,11,12,40,4
474,42.15225973508374,12.519008586981762,1,23,33,80,10
475,42.151196235075126,12.475856889696907,3,1,33,100,8
476,42.144113999794705,12.490484310546586,1,15,48,50,9
477,42.13519174705812,12.527394545035687,1,12,57,30,7
478,42.133069345792784,12.47756222371459,3,9,18,60,6
479,42.152557653125164,12.494148854206207,3,9,19,40,3
480,42.14723448679659,12.474205602939593,1,11,2,60,1
481,42.15158105417446,12.508047444485975,2,11,57,40,4
482,42.153522132692835,12.511808072603896,1,11,18,20,7
483,42.14575730921186,12.496633670316243,1,9,5,20,2
484,42.133946170720016,12.475997534964172,3,2,18,70,9
485,42.14926149357995,12.505284534061662,1,18,25,100,3
486,42.13094403422635,12.520375890646152,1,7,0,10,4
487,42.12090330715858,12.535823290916682,1,12,47,30,5
488,42.14125052085836,12.496958762681214,1,13,15,50,8
489,42.137869098849336,12.473392348736326,3,11,31,60,3
490,42.14978529583927,12.499298074817586,2,12,19,30,7
491,42.14942088457699,12.503425156924157,3,9,5,40,1
492,42.15355927064391,12.519131063104947,3,9,6,60,1
493,42.148667826472355,12.504077484932612,2,10,13,60,9
494,42.16279939543564,12.52082778400174,3,12,2,70,9
495,42.145351951791106,12.49458195326762,1,10,30,20,4
496,42.14540411067839,12.507993633443164,1,10,44,20,5
497,42.158159293576425,12.525592129459929,3,2,28,100,4
498,42.15743230374376,12.519714983279819,3,12,34,30,2
